study	year	pubmed_link	full_text_link	first_author	last_author	animal_species	animal_strain	animal_sex	animal_model_name	animal_model_citation	prnp_genotype	prp_expression_level	prion_strain	avg_age_at_inoculation_days	inoculum_titer	inoculum_volume_ul	ld50_prions	infection_route	treatment_route	vehicle	control_compound	treatment_class	treatment	dose_description	dose_number_deprecated	peak_dose_mgkgday	equiv_peak_dose_mg_70kg_human	treatment_started_dpi	treatment_stopped_dpi	endpoint	treatment_endpoint_dpi	treatment_sd	treatment_sem	treatment_n	treatment_attack_rate	censored_dpi	control_endpoint_dpi	control_sd	control_n	control_attack_rate	delay	reported_p	eyeballed	comments
Hijazi 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/14642846/		Hijazi	Gabizon	hamsters	Syrian				wt	1	scrapie	28	0.1	50		i.c.	p.o.	water	water	small molecule	CuSO4	750 ppm				28		survival	105.0	8.0		5	1		92.0	4.0	5	1	0.14			
Hijazi 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/14642846/		Hijazi	Gabizon	hamsters	Syrian				wt	1	scrapie	28	0.1	50		i.c.	p.o.	water	water	small molecule	CuSO4	1000 ppm in pulses of 10 days every 30 days				28		survival	115.0	6.0		5	1		92.0	4.0	5	1	0.25			
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	food	food	other	Cu2+ poor diet	1 +- .5 ug/g copper in diet				-54		survival	145.4			8	1		145.4	7.5	8	1	0.00		1	Mice were treated five days ante partum
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	water	water	small molecule	trientine	1.5 mg/mL  in drinking water				-54		survival	145.4			8	1		145.4	7.5	8	1	0.00		1	Mice were treated five days ante partum
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	water	water	small molecule	CuSO4	250 mg/L in drinking water				-54		survival	151.7	5.4		8	1		145.4	7.5	8	1	0.04		0	Mice were treated five days ante partum
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	food	food	other	Mn2+ rich diet	"2000 ug/g Mn2+, normal 12 ug/g Cu2+ in diet"				-54		survival	149.4	10.3		8	1		145.4	7.5	8	1	0.03		0	Mice were treated five days ante partum
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	food	food	other	Cu2+ poor diet	1 +- .5 ug/g copper in diet				-54		survival	178.5	6.2		8	1		195.8	8.0	8	1	-0.09		0	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	water	water	small molecule	trientine	1.5 mg/mL  in drinking water				-54		survival	190.0	9.2		8	1		195.8	8.0	8	1	-0.03		0	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	water	water	small molecule	CuSO4	250 mg/L in drinking water				-54		survival	198.7	6.5		8	1		195.8	8.0	8	1	0.01		0	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	food	food	other	Mn2+ rich diet	"2000 ug/g Mn2+, normal 12 ug/g Cu2+ in diet"				-54		survival	188.8	14.1		8	1		195.8	8.0	8	1	-0.04		0	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	food	food	other	"Cu2+ rich, Mn2+ poor diet"	3 ug/g Mn2+ and 300 ug/g Cu2+ in diet				-54		survival	159.3	6.6		8	1		151.8	5.8	8	1	0.05		0	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	food	food	other	Mn2+ rich diet	"2000 ug/g Mn2+, normal 12 ug/g Cu2+ in diet"				-54		survival	155.0			8	1		151.8	5.8	8	1	0.02		1	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	30		i.c.	p.o.	food	food	other	Cu2+ rich diet	300 ug/g copper in diet				-54		survival	155.0			8	1		151.8	5.8	8	1	0.02		1	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	food	food	other	"Cu2+ rich, Mn2+ poor diet"	3 ug/g Mn2+ and 300 ug/g Cu2+ in diet				-54		survival	198.6			8	1		198.6	8.2	8	1	0.00		1	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	food	food	other	Mn2+ rich diet	"2000 ug/g Mn2+, normal 12 ug/g Cu2+ in diet"				-54		survival	198.6			8	1		198.6	8.2	8	1	0.00		1	
Mitteregger 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19635464/		Mitteregger	Kretzschmar	mice	C57BL/6J				wt	1	RML	49	0.1	100		i.p.	p.o.	food	food	other	Cu2+ rich diet	300 ug/g copper in diet				-54		survival	208.4	1.8		8	1		198.6	8.2	8	1	0.05		0	
Canello 2012	2012	http://www.ncbi.nlm.nih.gov/pubmed/22198568		Canello	Gabizon	mice			TgMHu2ME199K	Friedman-Levi 2011 http://www.ncbi.nlm.nih.gov/pubmed/22072968/	E200K	2							p.o.	water	water	small molecule	CuSO4	300 ppm in drinking water				90	165	symptomatic	133.0						161.0				-0.17		1	"Authors compared curves of disease severity scores, censoring at 23 wpi.  Controls reached a mean score of ~1.5 by 23 wpi, and treated group had reached this score by ~19 wpi.  Times to endpoints are not given in the paper."
Heiseke 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19183256	http://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2009.05906.x/pdf	Heiseke	Schatzl	mice					wt	1	139A					i.c.	p.o.			small molecule	rapamycin					100		survival	183.1	10.8		7	1		170.6	7.9	7	1	0.07	0.05	0	
Heiseke 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19183256	http://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2009.05906.x/pdf	Heiseke	Schatzl	mice					wt	1	139A					i.c.	p.o.			small molecule	lithium					100		survival	174.1	18.8		7	1		170.6	7.9	7	1	0.02	1	0	
Yun 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17849316		Yun	Klein	mice	C57BL/6				wt	1	RML	49	0.01	100		i.p.	i.c.			small molecule	imatinib mesylate					128		survival	204.0	6.0		4	1		200.0	5.0	5	1	0.02	1	0	
Yun 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17849316		Yun	Klein	mice	C57BL/6				wt	1	RML	49	0.00001	100		i.p.	i.c.			small molecule	imatinib mesylate					7	37	survival	263.0	9.0					246.0	13.0			0.07	0.0054	0	
Song 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18474571	http://vir.sgmjournals.org/content/89/6/1533.long	Song	Horiuchi	mice	ICR				wt	1	Chandler	28	0.1	20		i.c.	i.c.		mAb P2-284	antibody	mAb 31C6	"intraventricular infusion (antibody concentration 2 mg/ml, pumping rate 0.5 ul/h, duration 14 days, volume 200 ml)"		1.2	6.8	60	74	survival	161.0	8.3		6	1		150.7	10.2	7	1	0.07	0.05	0	
Song 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18474571	http://vir.sgmjournals.org/content/89/6/1533.long	Song	Horiuchi	mice	ICR				wt	1	Chandler	28	0.1	20		i.c.	i.c.		mAb P2-284	antibody	mAb 31C6	"intraventricular infusion (antibody concentration 2 mg/ml, pumping rate 0.5 ul/h, duration 14 days, volume 200 ml)"		1.2	6.8	90	104	survival	165.0	10.9		9	1		151.7	9.8	10	1	0.09	0.05	0	
Song 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18474571	http://vir.sgmjournals.org/content/89/6/1533.long	Song	Horiuchi	mice	ICR				wt	1	Chandler	28	0.1	20		i.c.	i.c.		mAb P2-284	antibody	mAb 31C6	"intraventricular infusion (antibody concentration 2 mg/ml, pumping rate 0.5 ul/h, duration 14 days, volume 200 ml)"		1.2	6.8	120	134	survival	164.9	9.3		8	1		152.9	7.4	7	1	0.08	0.05	0	
Song 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18474571	http://vir.sgmjournals.org/content/89/6/1533.long	Song	Horiuchi	mice	ICR				wt	1	Obihiro	28	0.1	20		i.c.	i.c.		mAb P2-284	antibody	mAb 31C6	"intraventricular infusion (antibody concentration 2 mg/ml, pumping rate 0.5 ul/h, duration 14 days, volume 200 ml)"		1.2	6.8	60	74	survival	163.5	8.1		10	1		153.4	9.0	8	1	0.07	0.05	0	
Song 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18474571	http://vir.sgmjournals.org/content/89/6/1533.long	Song	Horiuchi	mice	ICR				wt	1	Obihiro	28	0.1	20		i.c.	i.c.		mAb P2-284	antibody	mAb 31C6	"intraventricular infusion (antibody concentration 2 mg/ml, pumping rate 0.5 ul/h, duration 14 days, volume 200 ml)"		1.2	6.8	90	104	survival	153.3	3.5		7	1		152.8	4.3	6	1	0.00	1	0	
Song 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18474571	http://vir.sgmjournals.org/content/89/6/1533.long	Song	Horiuchi	mice	ICR				wt	1	Obihiro	28	0.1	20		i.c.	i.c.		mAb P2-284	antibody	mAb 31C6	"intraventricular infusion (antibody concentration 2 mg/ml, pumping rate 0.5 ul/h, duration 14 days, volume 200 ml)"		1.2	6.8	120	134	survival	157.4	7.0		8	1		154.4	9.4	8	1	0.02	1	0	
Ohsawa 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23409836		Ohsawa	Horiuchi	mice	ICR				wt	1	Chandler	42	0.1	20		i.c.	i.v.	PBS	mAb P2-284	antibody	mAb 31C6	Antibody solution (2 mg/ml in PBS) was injected into a tail vein (0.25 ml/mouse) every week from 120 dpi		3.6	20.3	120		survival	158.3	9.6		12	1		153.3	4.3	9	1	0.03	1	0	
Aguib  2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19182537	http://www.landesbioscience.com/journals/autophagy/AguibAUTO5-3.pdf	Aguib	Ertmer	mice	C57BL/6				wt	1	139A		0.1			i.p.	p.o.	water	disaccharide sucrose	small molecule	trehalose	4% solutions via the drinking water (ad libitum)				0		survival											0.00	1	0	
Abdel-Haq 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19458902		Abdel-Haq	Pocchiari	mice	C57BL/6				wt	1	KFu		0.1	100		i.p.	i.p.			small molecule	PcTS	"10 mg/kg, 3x/week for 4 weeks"		4.3	24.3	0	28	survival	389.1	22.5		10	1		334.9	36.4	9	1	0.16	0.0047	0	
Abdel-Haq 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19458902		Abdel-Haq	Pocchiari	mice	C57BL/6				wt	1	mvCJD		0.1	100		i.p.	i.p.			small molecule	PcTS	"10 mg/kg, 3x/week for 4 weeks"		4.3	24.3	0	28	survival	309.8	43.2		10	1		272.5	12.9	10	1	0.14	0.0332	0	
Abdel-Haq 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19458902		Abdel-Haq	Pocchiari	mice	C57BL/6				wt	1	139A		0.1	100		i.p.	i.p.			small molecule	PcTS	"10 mg/kg, 3x/week for 4 weeks"		4.3	24.3	0	28	survival	232.3	13.9		14	1		207.3	11.1	13	1	0.12	0.0003	0	
Abdel-Haq 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19458902		Abdel-Haq	Pocchiari	hamsters	Syrian				wt	1	263K		0.1	100		i.p.	i.p.			small molecule	PcTS	"5 mg/kg, 3x/week for 4 weeks"		2.1	20.3	0	28	survival	160.0	39.0		9	1		128.4	16.4	10	1	0.25	0.026	0	
Abdel-Haq 2009	2009	http://www.ncbi.nlm.nih.gov/pubmed/19458902		Abdel-Haq	Pocchiari	hamsters	Syrian				wt	1	263K		0.1	100		i.p.	i.p.			small molecule	PcTS	"10 mg/kg, 3x/week for 4 weeks"		4.3	40.5	0	28	survival	137.8	25.5		9	1		128.4	16.4	10	1	0.07	0.3682	0	One treated animal was censored but not included in this analysis.
Adjou 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12917481	http://vir.sgmjournals.org/content/84/9/2595.long	Adjou	Lasmezas	hamsters	Syrian				wt	1	263K	66	0.02	100		i.p.	i.p.	5% glucose		small molecule	HM2602	25 mg/kg 1x/wk		3.6	33.8	0		survival	196.0	4.0		6	1		172.0	2.0	6	1	0.14		0	
Adjou 2003	2003	http://www.ncbi.nlm.nih.gov/pubmed/12917481	http://vir.sgmjournals.org/content/84/9/2595.long	Adjou	Lasmezas	hamsters	Syrian				wt	1	263K	66	0.02	100		i.p.	i.p.	5% glucose		small molecule	HM5004	25 mg/kg 1x/wk		3.6	33.8	0		survival	174.0	2.0		6	1		172.0	2.0	6	1	0.01	1	0	
Mukherjee 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/20949081/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2951383/pdf/ppat.1001138.pdf	Mukherjee	Soto	mice	C57BL/6				wt	1	RML			100		i.p.	i.p.	"0.9% NaCl, 1.25% PEG40 Castor Oil and 2% ethanol"		small molecule	tacrolimus	5 mg/kg/day dissolved in 100 uL of vehicle solution		5.0	28.4	210		survival	245.0	2.8		10	1		236.2	2.2	10	1	0.04	0.039	1	
Mukherjee 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/20949081/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2951383/pdf/ppat.1001138.pdf	Mukherjee	Soto	mice	C57BL/6				wt	1	RML			100		i.p.	i.p.	"0.9% NaCl, 1.25% PEG40 Castor Oil and 2% ethanol"		small molecule	rapamycin	5 mg/kg/day dissolved in 100 uL of vehicle solution		5.0	28.4	210		survival	230.9	0.9		4	1		236.2	2.2	10	1	-0.02	0.094	1	
Nakagaki 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23800841	http://www.landesbioscience.com/journals/autophagy/2012AUTO0540R3.pdf	Nakagaki	Atarashi	mice	CD-1				wt	1	Fukuoka-1					i.c.	i.p.			small molecule	tacrolimus	0.1 mg/kg/day		0.1	0.6	20		survival	141.0	2.6		5	1		125.5	1.6	6	1	0.12	0.01	0	
Nakagaki 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23800841	http://www.landesbioscience.com/journals/autophagy/2012AUTO0540R3.pdf	Nakagaki	Atarashi	mice	CD-1				wt	1	Fukuoka-1					i.c.	i.p.			small molecule	tacrolimus	0.1 mg/kg/day		0.1	0.6	60		survival	123.0	2.1		5	1		125.5	1.6	6	1	-0.02	1	0	
Nakagaki 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23800841	http://www.landesbioscience.com/journals/autophagy/2012AUTO0540R3.pdf	Nakagaki	Atarashi	mice	CD-1				wt	1	Fukuoka-1					i.c.	i.p.			small molecule	tacrolimus	1.0 mg/kg/day		1.0	5.7	20		survival	139.0	2.0		10	1		125.5	1.6	6	1	0.11	0.001	0	
Nakagaki 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23800841	http://www.landesbioscience.com/journals/autophagy/2012AUTO0540R3.pdf	Nakagaki	Atarashi	mice	CD-1				wt	1	Fukuoka-1					i.c.	i.p.			small molecule	tacrolimus	1.0 mg/kg/day		1.0	5.7	60		survival	128.0	2.1		5	1		125.5	1.6	6	1	0.02	1	0	
Nakagaki 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23800841	http://www.landesbioscience.com/journals/autophagy/2012AUTO0540R3.pdf	Nakagaki	Atarashi	mice	Tg(SHa Prnp)				hamster wt		263K	28				i.c.	i.p.			small molecule	tacrolimus	1.0 mg/kg/day		1.0	5.7	13		survival	60.4	6.3		5	1		49.0	2.1	4	1	0.23	0.01	0	
Nakagaki 2013	2013	http://www.ncbi.nlm.nih.gov/pubmed/23800841	http://www.landesbioscience.com/journals/autophagy/2012AUTO0540R3.pdf	Nakagaki	Atarashi	mice	Tg(SHa Prnp)				hamster wt		263K	28				i.c.	i.p.			small molecule	tacrolimus	1.0 mg/kg/day		1.0	5.7	27		survival	53.5	6.0		4	1		49.0	2.1	4	1	0.09		0	
Doh-Ura 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17438058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891374/pdf/0917-06.pdf	Doh-Ura	Iha	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	200		gavage	p.o.	food		small molecule	fucoidan	2.5% in feed powder				-7	-1	survival	215.4	40.5		5	1		231.0	28.3	6	1	-0.07	1	0	
Doh-Ura 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17438058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891374/pdf/0917-06.pdf	Doh-Ura	Iha	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	200		gavage	p.o.	food		small molecule	fucoidan	5% in feed powder				-7	-1	survival	243.4	31.8		5	1		231.0	28.3	6	1	0.05	1	0	
Doh-Ura 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17438058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891374/pdf/0917-06.pdf	Doh-Ura	Iha	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	200		gavage	p.o.	food		small molecule	fucoidan	10% in feed powder				-7	-1	survival	212.2	37.7		5	1		231.0	28.3	6	1	-0.08	1	0	
Doh-Ura 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17438058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891374/pdf/0917-06.pdf	Doh-Ura	Iha	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	200		gavage	p.o.	food		small molecule	fucoidan	2.5% in feed powder				1	7	survival	346.8	28.0		5	1		231.0	28.3	6	1	0.50	0.01	0	
Doh-Ura 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17438058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891374/pdf/0917-06.pdf	Doh-Ura	Iha	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	200		gavage	p.o.	food		small molecule	fucoidan	5% in feed powder				1	7	survival	368.1	73.9		7	1		231.0	28.3	6	1	0.59	0.01	0	
Doh-Ura 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17438058/	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1891374/pdf/0917-06.pdf	Doh-Ura	Iha	mice			Tg7	Race 1995 http://www.ncbi.nlm.nih.gov/pubmed/7576660 http://www.ncbi.nlm.nih.gov/pubmed/10623745	hamster wt	4.5	263K		0.1	200		gavage	p.o.	food		small molecule	fucoidan	10% in feed powder				1	7	survival	367.4	44.9		5	1		231.0	28.3	6	1	0.59	0.01	0	
Brazier 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/20456001	http://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2010.06771.x/pdf	Brazier	Collins	mice	Balb/c				wt	1	M1000	21		30	2.00E+05	i.c.	i.p.			small molecule	Na2CaCDTA	treated ip twice weekly with 200 uL 0.2 M Na2CaCDTA				7		survival	142.0	8.5		7	1		147.0	4.5	6	1	-0.03	1	0	
Brazier 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/20456001	http://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2010.06771.x/pdf	Brazier	Collins	mice	Balb/c				wt	1	M1000	21		30	2.00E+05	i.c.	i.p.			small molecule	Na2CaCDTA	treated ip twice weekly with 200 uL 0.2 M Na2CaCDTA				7		survival	143.0	4.7		7	1		147.0	4.5	6	1	-0.03	1	0	
Brazier 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/20456001	http://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2010.06771.x/pdf	Brazier	Collins	mice	Balb/c				wt	1	M1000	21		30	2.00E+05	i.c.	i.p.			small molecule	Na2CaCDTA	treated ip four times weekly with 200 uL 0.2 M Na2CaCDTA				75		survival	142.0	7.4		7	1		147.0	4.5	6	1	-0.03	1	0	
Brazier 2010	2010	http://www.ncbi.nlm.nih.gov/pubmed/20456001	http://onlinelibrary.wiley.com/doi/10.1111/j.1471-4159.2010.06771.x/pdf	Brazier	Collins	mice	Balb/c				wt	1	M1000	21		30	2.00E+01	i.c.	i.p.			small molecule	Na2CaCDTA	treated ip thrice weekly with 200 uL 0.2 M Na2CaCDTA				7		survival	189.0	3.8		8	1		169.0	2.5	10	1	0.12		0	
Iwamaru 2012	2012	http://www.ncbi.nlm.nih.gov/pubmed/22693582	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3365075/	Iwamaru	Kitani	mice	C57BL/6				wt	1	Fukuoka-1		0.1	20		i.c.	i.p.	10% ethanol	10% ethanol	small molecule	brilliant blue G	3 times per week for 3 weeks and 2 times per week for 4 additional weeks with 500 µl of 100 mg/kg BBG		42.9	243.2	100	149	survival	163.3	5.0		7	1		161.9	5.5	7	1	0.01	1		reduces PrPC and possibly PrP mRNA in cell culture
Chen 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18799131	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2735260/	Chen	Guarente	mice	outbred (CD1 and 129/Sv)				wt	1	RML	105	0.00001	30	3.5 logs	i.c.				environmental	calorie restriction	30% CR diet provided daily (controls fed ad libitum)				0		survival	164.5			20	1		172.0		19	1	-0.04	0.012	0	"methods section implies, but does not state, that calorie restriction began at 0 dpi or earlier"
Chen 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18799131	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2735260/	Chen	Guarente	mice	outbred (CD1 and 129/Sv)		SIRT1 KO		wt	1	RML	105	0.00001	30	3.5 logs	i.c.				environmental	calorie restriction	30% CR diet provided daily (controls fed ad libitum)				0		survival	167.0			14	1		182.0		11	1	-0.08	0.002	0	"methods section implies, but does not state, that calorie restriction began at 0 dpi or earlier"
Chen 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18799131	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2735260/	Chen	Guarente	mice	outbred (CD1 and 129/Sv)				wt	1	RML	105	0.00001	30	3.5 logs	i.c.				environmental	calorie restriction	30% CR diet provided daily (controls fed ad libitum)				0		symptomatic	165.0				1		155.0			1	0.06		1	"methods section implies, but does not state, that calorie restriction began at 0 dpi or earlier"
Chen 2008	2008	http://www.ncbi.nlm.nih.gov/pubmed/18799131	http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2735260/	Chen	Guarente	mice	outbred (CD1 and 129/Sv)		SIRT1 KO		wt	1	RML	105	0.00001	30	3.5 logs	i.c.				environmental	calorie restriction	30% CR diet provided daily (controls fed ad libitum)				0		symptomatic	165.0				1		165.0			1	0.00		1	"methods section implies, but does not state, that calorie restriction began at 0 dpi or earlier"
Furuya 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16759805		Furuya	Kaneko	mice	FVB/N		Tg4053	Telling 1996 http://www.ncbi.nlm.nih.gov/pubmed/8698234	wt	8	Obihiro		0.1	5		*	i.c.	PBS	PBS	peptide	rPrP-218K	7-day intracerebroventricular administration of rPrPQ218K via an indwelling catheter connected to implanted osmotic pump				30	37	survival	131.0			7	1		117.0		6	1	0.12	0.016	0	"infection route was by implantation of a collagen sheet covered in infected brain homogenate, considered a model of iCJD"
Furuya 2006	2006	http://www.ncbi.nlm.nih.gov/pubmed/16759805		Furuya	Kaneko	mice	FVB/N		Tg4053	Telling 1996 http://www.ncbi.nlm.nih.gov/pubmed/8698234	wt	8	Obihiro		0.1	5		*	i.c.	PBS	PBS	peptide	rPrP-218K	7-day intracerebroventricular administration of rPrPQ218K via an indwelling catheter connected to implanted osmotic pump				60	67	survival	113.0			9	1		117.0		6	1	-0.03	1	0	
Collins 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/12325081		Collins	Masters	mice	Balb/c	F			wt	1	mouse-adapted CJD	21	0.1	30		i.c.	p.o.	deionized water	deionized water	small molecule	quinacrine	10mg/kg/day		10.0	56.8	5		survival	140.0	7.3		7	1		140.0	6.8	8	1	0.00	1	0	
Collins 2002	2002	http://www.ncbi.nlm.nih.gov/pubmed/12325081		Collins	Masters	mice	Balb/c	F			wt	1	mouse-adapted CJD	21	0.1	30		i.c.	p.o.	deionized water	deionized water	small molecule	quinacrine	10mg/kg/day		10.0	56.8	65		survival	140.0	10.8		7	1		140.0	6.8	8	1	0.00	1	0	
Hagiwara 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17409533	https://www.jstage.jst.go.jp/article/bpb/30/4/30_4_835/_pdf	Hagiwara		mice	C57BL/6J	F			wt	1	Obihiro-I	42	0.01	25		i.c.	i.p.	PBS	PBS	small molecule	U18666A	"10mg/kg  every 4d for the first 4x, then weekly"		2.5	14.2	-7		survival	167.0			4	1		167.0		4	1	0.00	1	0	
Hagiwara 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17409533	https://www.jstage.jst.go.jp/article/bpb/30/4/30_4_835/_pdf	Hagiwara		mice	C57BL/6J	F			wt	1	Obihiro-I	42	0.01	25		i.c.	i.p.	PBS	PBS	small molecule	U18666A	"10mg/kg  every 4d for the first 4x, then weekly"		2.5	14.2	14		survival	174.0			4	1		167.0		4	1	0.04	1	0	
Hagiwara 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17409533	https://www.jstage.jst.go.jp/article/bpb/30/4/30_4_835/_pdf	Hagiwara		mice	C57BL/6J	F			wt	1	Obihiro-I	42	0.01	25		i.c.	i.p.	PBS	PBS	small molecule	U18666A	"10mg/kg  every 4d for the first 4x, then weekly"		2.5	14.2	91		survival	179.0			4	1		167.0		4	1	0.07	1	0	
Hagiwara 2007	2007	http://www.ncbi.nlm.nih.gov/pubmed/17409533	https://www.jstage.jst.go.jp/article/bpb/30/4/30_4_835/_pdf	Hagiwara		mice	C57BL/6J	F			wt	1	Obihiro-I	42	0.01	25		i.c.	i.p.	PBS	PBS	small molecule	U18666A and AY-9944	"10mg/kg  of U18666A and 12 mg/kg of AY-9944 every 4d for the first 4x, then weekly"				91		survival	175.0			4	1		167.0		4	1	0.05	1	0	
